title,normalized_title,portal_collections,search_collections,is_overlap
environmental toxicology and chemistry,environmental toxicology and chemistry,"Sample 1 (Jan 10th, 2022); MP-JD Saturation Search (Journals only); Resources for Import (Jonathan)",Journal Articles,False
Four commonwealth power projects,four commonwealth power projects,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
nothern review,nothern review,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
"Annexation and Urbanization: A Descriptive Aggregate Analysis of Three Canadian Provinces: Ontario, Alberta and British Columbia, 1941 to 1991",annexation and urbanization a descriptive aggregate analysis of three canadian provinces ontario alberta and british columbia 1941 to 1991,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
"Lithofacies and depositional environments of the Telkwa coal measures central British Columbia, Canada",lithofacies and depositional environments of the telkwa coal measures central british columbia canada,Subsurface papers; Nechako Archives,,False
deepersenseofplace1pdf,deepersenseofplace1pdf,Nechako Archives,,False
"Changing Climates, Fading Cultures: A Study of Place Annihilation as a Result of Climate Change",changing climates fading cultures a study of place annihilation as a result of climate change,Nechako Archives,,False
"Episodic Volcanism in the Buck Creek Complex (Central British Columbia, Canada): A History of Magmatism and Mantle Evolution from the Jurassic to the Early Tertiary",episodic volcanism in the buck creek complex central british columbia canada a history of magmatism and mantle evolution from the jurassic to the early tertiary,Subsurface papers; Nechako Archives,,False
"SYSTEMIC AMBIGUITY, FIRST NATIONS, AND CANADIAN NATIONALISM: Dilemmas of History-Making in the Development of a National Heritage Trail",systemic ambiguity first nations and canadian nationalism dilemmas of historymaking in the development of a national heritage trail,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
the canadian entomologist,the canadian entomologist,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,False
molecular ecology,molecular ecology,"Sample 1 (Jan 10th, 2022); MP-JD Saturation Search (Journals only); Resources for Import (Jonathan)",,False
Individual variation in migration speed of upriver-migrating sockeye salmon in the Fraser River in relation to their physiological and energetic status at marine approach,individual variation in migration speed of uprivermigrating sockeye salmon in the fraser river in relation to their physiological and energetic status at marine approach,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,Journal Articles,True
article_Why_Makes_Sense.pdf,article_why_makes_sensepdf,3. Resources for Import,,False
Peace in the woods: sustainability and the democratization of land use planning and resource management on Crown lands in British Columbia,peace in the woods sustainability and the democratization of land use planning and resource management on crown lands in british columbia,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
Inter‐basin water diversions: Canadian experiences and perspectives,interbasin water diversions canadian experiences and perspectives,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
ecosystem health,ecosystem health,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
northern review,northern review,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
Real time water temperature modelling of the Nechako River,real time water temperature modelling of the nechako river,Nechako Archives,,False
Technological colonialism and the politics of water,technological colonialism and the politics of water,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Archives; Nechako Lit Review Master List,,False
Use of the TTS-35 passive disc trencher in the Ootsa and Nechako PSYU's. - Abstract - Europe PMC,use of the tts35 passive disc trencher in the ootsa and nechako psyus abstract europe pmc,Nechako Archives,,False
Mounding site preparation: A review of European and North American experience,mounding site preparation a review of european and north american experience,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,,False
The Other Canadian 'Mosaic'-'race' equity education in Ontario and British Columbia,the other canadian mosaicrace equity education in ontario and british columbia,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,,False
Status of Anadromous Salmon and Trout in British Columbia and Yukon,status of anadromous salmon and trout in british columbia and yukon,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,Journal Articles,True
Nges Siy (I love you): A Community-Based Youth Suicide Intervention in Northern British Columbia,nges siy i love you a communitybased youth suicide intervention in northern british columbia,MP-JD Saturation Search (Journals only); 4. Uploaded Resources (in the Nechako Portal); Nechako Lit Review Master List,Journal Articles,True
johnson_2000_bulkley valley inhalable particulate summary,johnson_2000_bulkley valley inhalable particulate summary,Nechako Archives,,False
1999 Level 1 and Level 2 Fish Habitat Assessment within Nahounli Creek Watershed (including monitoring and implementation of 1998 rehabilitation activities),1999 level 1 and level 2 fish habitat assessment within nahounli creek watershed including monitoring and implementation of 1998 rehabilitation activities,Reports,,False
The Nechako Watershed: Nature guide and educational resource,the nechako watershed nature guide and educational resource,Reports,,False
iti 2010 32nd,iti 2010 32nd,Portal Resources,,False
Use of a Digital Storytelling Workshop to Foster Development of Intergenerational Relationships and Preserve Culture with the Nak’azdli First Nation: Findings from the Nak’azdli Lha’hutit’en Project,use of a digital storytelling workshop to foster development of intergenerational relationships and preserve culture with the nakazdli first nation findings from the nakazdli lhahutiten project,IWRG paper,,True
